000001,quote_date,000012,000013,000016,000300,000903,000905,399001,399006,AXJO,DJI,FCHI,GDAXI,GSPC,GSPTSE,IPSA,IXIC,KS11,MICEXINDEXCF.ME,N225,NYA,RUT,TWII,VIX,XAX
3052.78,2017-05-10,160.49,209.68,2324.92,3337.7,3237.54,5885.84,9756.81,1771.32,5875.39990234,20943.109375,5400.45996094,12757.4599609,2399.62988281,15633.2001953,4825.49023438,6129.14013672,2270.12011719,2028.20996094,19900.0898438,11598.9902344,1399.58996582,9968.3203125,10.2100000381,2551.9699707
3080.53,2017-05-09,160.64,209.77,2316.29,3352.53,3232.22,6012.0,9885.34,1802.49,5839.89990234,20975.7792969,5398.00976562,12749.1201172,2396.91992188,15569.2001953,4807.72021484,6120.58984375,,,19843.0,11567.5195312,1391.85998535,9915.48046875,9.9600000381,2538.40991211
3078.61,2017-05-08,160.64,209.84,2326.1,3358.81,3243.51,5975.54,9833.17,1788.71,5870.89990234,21012.2792969,5382.95019531,12694.5498047,2399.37988281,15652.0996094,4823.33007812,6102.66015625,2292.76000977,,19895.6992188,11595.2597656,1391.64001465,9937.25,9.7700004578,2543.65991211
3103.04,2017-05-05,160.64,209.89,2320.6,3382.55,3253.42,6089.68,10024.44,1818.19,5836.60009766,21006.9394531,5432.39990234,12716.8896484,2399.29003906,15582.0,4843.77001953,6100.75976562,,2002.41003418,,11615.6103516,1397.0,9899.94042969,10.5699996948,2528.12011719
3127.37,2017-05-04,160.64,209.93,2325.43,3404.39,3262.72,6176.31,10147.44,1838.1,5876.39990234,20951.4707031,5372.41992188,12647.7802734,2389.52001953,15396.7001953,4853.39990234,6075.33984375,2241.23999023,1998.86999512,,11534.7099609,1388.84997559,9967.63964844,10.4600000381,2501.14990234
3135.35,2017-05-03,160.66,209.98,2329.77,3413.13,3266.56,6197.48,10184.14,1840.45,5892.29980469,20957.9003906,5301.0,12527.8398438,2388.12988281,15543.0996094,4854.87988281,6072.54980469,,1993.66003418,,11529.6601562,1390.92004395,9955.32324219,10.6800003052,2515.5
3143.71,2017-05-02,160.66,210.01,2336.79,3426.58,3276.02,6216.12,10223.97,1850.85,5950.39990234,20949.890625,5304.14990234,12507.9003906,2391.16992188,15619.7001953,4878.12011719,6095.37011719,2219.66992188,2026.84997559,19445.6992188,11551.2998047,1399.35998535,9941.26269531,10.5900001526,2528.32006836
3154.66,2017-04-28,160.61,209.93,2347.04,3439.75,3287.39,6211.86,10234.65,1850.73,5924.10009766,20940.5097656,5267.33007812,12438.0097656,2384.19995117,15586.0996094,4795.12988281,6047.60986328,2205.43994141,2016.70996094,19196.7402344,11536.0703125,1400.43005371,9871.99316406,10.8199996948,2529.36010742
3152.19,2017-04-27,160.61,209.86,2351.64,3446.72,3298.71,6192.3,10229.19,1842.92,5921.5,20981.3300781,5271.70019531,12443.7900391,2388.77001953,15506.5,4783.08007812,6048.93994141,2209.45996094,2011.67004395,19251.8691406,11578.5195312,1417.13000488,9860.61328125,10.3599996567,2530.20996094
3140.85,2017-04-26,160.58,209.92,2344.5,3445.18,3297.51,6176.4,10204.84,1820.48,5912.0,20975.0898438,5287.87988281,12472.7998047,2387.44995117,15649.5,4852.08984375,6025.22998047,2207.84008789,2026.92004395,19289.4296875,11592.9101562,1419.43005371,9856.44335938,10.8500003815,2554.4699707
3134.57,2017-04-25,160.6,209.93,2344.74,3440.97,3296.61,6160.46,10165.21,1818.87,,20996.1191406,5277.87988281,12467.0400391,2388.61010742,15745.2001953,4868.06005859,6025.49023438,2196.85009766,1998.41003418,19079.3300781,11603.2802734,1411.07995605,9841.703125,10.7600002289,2562.83007812
3129.53,2017-04-24,160.55,209.95,2341.93,3431.26,3284.15,6138.5,10091.89,1809.91,5871.79980469,20763.890625,5268.85009766,12454.9804688,2374.14990234,15712.5,4849.14990234,5983.81982422,2173.73999023,1979.56994629,18875.8808594,11531.7900391,1397.93994141,9717.94335938,10.8400001526,2559.05004883
3173.15,2017-04-21,160.52,209.91,2347.67,3466.79,3306.29,6300.71,10314.35,1839.01,5854.10009766,20547.7597656,5059.20019531,12048.5703125,2348.68994141,15614.5,4809.47021484,5910.52001953,2165.04003906,1944.7199707,18620.75,11389.1298828,1379.84997559,9717.40332031,14.6300001144,2513.64990234
3172.1,2017-04-20,160.49,209.91,2335.65,3461.55,3292.54,6347.77,10359.09,1850.39,5821.39990234,20578.7109375,5077.91015625,12027.3203125,2355.84008789,15625.5996094,4805.31982422,5916.77978516,2149.14990234,1932.17004395,18430.4902344,11426.9101562,1384.15002441,9632.68359375,14.1499996185,2523.47998047
3170.69,2017-04-19,160.51,209.96,2325.04,3445.88,3273.18,6350.65,10348.41,1845.38,5804.0,20404.4902344,5003.72998047,12016.4501953,2338.16992188,15552.9003906,,5863.02978516,2138.39990234,1916.5,18432.1992188,11342.4199219,1367.13000488,9639.93359375,14.9300003052,2508.31005859
3196.71,2017-04-18,160.53,209.99,2337.35,3462.74,3286.26,6418.21,10411.44,1848.2,5836.70019531,20523.2792969,4990.25,12000.4404297,2342.18994141,15622.5996094,4837.87011719,5849.47021484,2148.45996094,1920.29003906,18418.5898438,11378.5800781,1361.89001465,9746.55273438,14.4200000763,2540.37988281
3222.17,2017-04-17,160.51,209.99,2357.52,3479.94,3302.82,6456.6,10450.86,1868.28,,20636.9199219,,,2349.01000977,15684.9003906,4860.47998047,5856.79003906,2145.76000977,1942.7199707,18355.2597656,11427.0800781,1361.18005371,9716.39355469,14.6599998474,2545.05004883
3246.07,2017-04-14,160.51,209.98,2355.52,3486.5,3300.51,6528.16,10519.86,1887.46,,,,,,,,,2134.87988281,,18335.6308594,,,9732.92285156,,
3275.96,2017-04-13,160.5,210.0,2368.11,3514.57,3323.28,6615.7,10654.08,1910.48,5889.89990234,20453.25,5071.10009766,12109.0,2328.94995117,15535.5,4858.50976562,5805.14990234,2148.61010742,1944.69995117,18426.8398438,11324.5302734,1345.23999023,9836.67285156,15.9600000381,2526.84008789
3273.83,2017-04-12,160.44,209.97,2378.86,3509.44,3326.85,6576.48,10587.31,1897.51,5934.0,20591.859375,5101.10986328,12154.7001953,2344.92993164,15648.4003906,4864.02978516,5836.16015625,2128.90991211,1947.88000488,18552.609375,11423.1699219,1359.19995117,9817.67285156,15.7700004578,2553.47998047
3288.97,2017-04-11,160.44,209.96,2382.11,3517.33,3327.95,6629.17,10655.79,1917.63,5929.29980469,20651.3007812,5101.85986328,12139.3496094,2353.7800293,15727.0996094,4876.00976562,5866.77001953,2123.85009766,1977.94995117,18747.8691406,11473.6201172,1376.94995117,9832.41308594,15.0699996948,2547.37011719
3269.39,2017-04-10,160.46,209.96,2379.16,3505.14,3323.22,6566.54,10603.28,1912.45,5912.89990234,20658.0195312,5107.45019531,12200.5195312,2357.15991211,15730.7998047,4900.41992188,5880.93017578,2133.32006836,1971.22998047,18797.8808594,11464.3398438,1367.08996582,9882.53320312,14.0500001907,2526.02001953
3286.62,2017-04-07,160.37,209.92,2388.27,3517.46,3334.1,6578.73,10669.48,1946.05,5862.5,20656.0996094,5135.27978516,12225.0595703,2355.54003906,15667.0996094,4888.35009766,5877.81005859,2151.72998047,2020.22998047,18664.6308594,11445.5800781,1364.56005859,9873.36328125,12.8699998856,2510.58007812
3281.0,2017-04-06,160.31,209.91,2390.39,3514.05,3335.25,6559.65,10656.17,1944.23,5856.29980469,20662.9492188,5121.43994141,12230.8896484,2357.48999023,15697.2001953,4897.64013672,5878.95019531,2152.75,2054.68994141,18597.0605469,11457.2900391,1364.43005371,9897.79296875,12.3900003433,2508.04003906
3270.31,2017-04-05,160.27,209.91,2384.26,3503.89,3323.87,6539.97,10627.13,1943.16,5876.20019531,20648.1503906,5091.85009766,12217.5400391,2352.94995117,15643.0,4872.81982422,5864.47998047,2160.85009766,2056.32006836,18861.2695312,11423.3603516,1352.14001465,9949.47363281,12.8900003433,2506.89990234
3222.51,2017-03-31,160.18,209.78,2359.75,3456.05,3288.07,6401.65,10428.72,1907.34,5864.89990234,20663.2207031,5122.50976562,12312.8701172,2362.7199707,15547.7998047,4783.41992188,5911.74023438,2160.22998047,1995.90002441,18909.2597656,11492.8496094,1385.92004395,9811.51269531,12.3699998856,2510.91992188
3210.24,2017-03-30,160.17,209.77,2346.67,3436.76,3268.17,6375.74,10348.27,1893.7,5896.20019531,20728.4902344,5089.64013672,12256.4296875,2368.06005859,15578.7998047,4818.87011719,5914.33984375,2164.63989258,2021.88000488,19063.2207031,11519.8398438,1382.34997559,9848.14355469,11.5399999619,2498.27001953
3241.31,2017-03-29,160.16,209.77,2352.69,3465.19,3286.27,6480.54,10520.82,1929.2,5873.5,20659.3203125,5069.04003906,12203.0,2361.12988281,15657.5996094,4854.58007812,5897.54980469,2166.97998047,2023.70996094,19217.4804688,11496.6699219,1371.64001465,9856.24316406,11.4200000763,2506.7199707
3252.95,2017-03-28,160.1,209.78,2356.31,3469.81,3290.63,6498.69,10563.29,1944.36,5821.20019531,20701.5,5046.20019531,12149.4199219,2358.57006836,15598.5996094,4868.87988281,5875.14013672,2163.31005859,2032.54003906,19202.8691406,11493.8398438,1367.26000977,9876.44335938,11.529999733,2489.47998047
3266.96,2017-03-27,160.16,209.74,2364.43,3478.04,3299.01,6516.03,10581.92,1947.53,5746.70019531,20550.9804688,5017.43017578,11996.0703125,2341.59008789,15506.2001953,4759.18994141,5840.37011719,2155.65991211,2013.16003418,18985.5898438,11414.3300781,1357.31994629,9876.76269531,12.5,2487.5300293
3269.45,2017-03-24,160.09,209.66,2365.6,3489.6,3309.14,6546.62,10646.72,1965.14,5753.5,20596.7207031,5020.89990234,12064.2695312,2343.97998047,15442.7001953,4760.87011719,5828.74023438,2168.94995117,2039.77001953,19262.5292969,11418.8896484,1354.64001465,9902.97363281,12.9600000381,2480.48999023
3248.55,2017-03-23,160.04,209.64,2347.43,3461.98,3282.35,6512.19,10583.04,1948.37,5708.0,20656.5800781,5032.75976562,12039.6796875,2345.95996094,15433.5996094,4727.39990234,5817.68994141,2172.7199707,2051.04003906,19085.3105469,11430.8896484,1353.43005371,9930.73339844,13.1199998856,2465.67993164
3245.22,2017-03-22,160.01,209.63,2338.55,3450.05,3268.96,6499.79,10553.53,1948.58,5684.5,20661.3007812,4994.70019531,11904.1201172,2348.44995117,15348.5,4689.77978516,5821.64013672,2168.30004883,2061.5300293,19041.3808594,11426.6904297,1345.59997559,9922.65332031,12.8100004196,2456.63989258
3261.61,2017-03-21,160.03,209.62,2357.14,3466.35,3287.29,6515.95,10586.62,1961.06,5774.60009766,20668.0097656,5002.43017578,11962.1298828,2344.02001953,15313.0996094,4671.41992188,5793.83007812,2178.37988281,2048.07006836,19455.8808594,11420.4296875,1346.55004883,9972.48339844,12.470000267,2458.34008789
3250.81,2017-03-20,160.03,209.64,2350.07,3449.61,3269.41,6498.34,10532.33,1953.82,5778.89990234,20905.859375,5012.16015625,12052.9003906,2373.4699707,15442.2998047,4662.14013672,5901.52978516,2157.01000977,2042.7199707,,11556.9296875,1384.09997559,9912.96289062,11.3400001526,2463.90991211
3237.45,2017-03-17,159.99,209.62,2346.96,3445.81,3264.49,6483.25,10515.41,1949.66,5799.60009766,20914.6191406,5029.24023438,12095.2402344,2378.25,15490.5,4652.39990234,5901.0,2164.58007812,2036.95996094,19521.5898438,11589.0097656,1391.52001953,9908.68359375,11.279999733,2464.26000977
3268.94,2017-03-16,160.08,209.62,2369.19,3481.51,3296.51,6543.34,10624.42,1966.73,5785.79980469,20934.5507812,5013.37988281,12083.1796875,2381.37988281,15562.4003906,4616.47021484,5900.75976562,2150.08007812,2014.36999512,19590.140625,11600.2402344,1386.0300293,9837.82324219,11.2100000381,2445.29003906
3241.76,2017-03-15,160.08,209.63,2357.31,3463.64,3282.39,6486.06,10543.01,1957.82,5774.0,20950.0996094,4985.47998047,12009.8701172,2385.26000977,15520.9003906,4548.85986328,5900.04980469,2133.0,1992.58996582,19577.3808594,11590.3095703,1382.82995605,9740.30273438,11.6300001144,2421.73999023
3239.33,2017-03-14,160.09,209.64,2354.9,3456.69,3273.7,6493.48,10531.73,1958.02,5759.10009766,20837.3691406,4974.25976562,11988.7900391,2365.44995117,15379.5996094,4527.58984375,5856.81982422,2133.7800293,2001.25,19609.5,11459.2900391,1362.38000488,9744.203125,12.3000001907,2412.02001953
3237.02,2017-03-13,160.07,209.64,2354.89,3458.1,3270.66,6507.9,10559.88,1970.88,5757.29980469,20881.4804688,4999.60009766,11990.0302734,2373.4699707,15544.7998047,4542.39990234,5875.77978516,2117.59008789,2000.14001465,19633.75,11519.4404297,1370.2800293,9697.33300781,11.3500003815,2428.89990234
3212.76,2017-03-10,160.03,209.63,2339.23,3427.89,3249.44,6447.92,10451.01,1950.01,5775.60009766,20902.9804688,4993.31982422,11963.1796875,2372.60009766,15506.7001953,4474.87988281,5861.72998047,2097.35009766,1973.95996094,19604.609375,11500.7597656,1365.26000977,9627.8828125,11.6599998474,2415.58007812
3216.75,2017-03-09,160.03,209.62,2346.55,3426.94,3249.63,6439.38,10421.06,1953.94,5741.20019531,20858.1894531,4981.50976562,11978.3896484,2364.87011719,15496.7998047,4467.97998047,5838.81005859,2091.06005859,1974.23999023,19318.5800781,11457.6396484,1360.11999512,9658.60351562,12.3000001907,2405.61010742
3240.66,2017-03-08,160.07,209.59,2358.07,3448.73,3268.87,6497.09,10498.31,1964.63,5759.70019531,20855.7304688,4960.47998047,11967.3095703,2362.97998047,15497.0,4468.5,5837.54980469,2095.40991211,,19254.0292969,11448.2099609,1366.04003906,9753.44335938,11.8599996567,2409.35009766
3242.41,2017-03-07,160.05,209.61,2356.29,3453.96,3268.51,6523.19,10552.14,1977.85,5761.39990234,20924.7597656,4955.0,11966.1396484,2368.38989258,15608.7998047,4476.43017578,5833.93017578,2094.05004883,2024.83996582,19344.1503906,11506.3203125,1374.88000488,9738.06347656,11.4499998093,2438.90991211
3233.87,2017-03-06,160.03,209.65,2349.89,3446.48,3259.64,6517.32,10522.28,1962.77,5746.5,20954.3398438,4972.18994141,11958.4003906,2375.31005859,15629.7998047,4467.31982422,5849.18017578,2081.36010742,2047.42004395,19379.140625,11547.7900391,1384.25,9682.62304688,11.2399997711,2443.85009766
3218.31,2017-03-03,160.01,209.62,2347.15,3427.86,3248.57,6452.84,10397.05,1928.29,5729.60009766,21005.7109375,4995.12988281,12027.3603516,2383.12011719,15608.5,4429.79003906,5870.75,2078.75,2056.88989258,19469.1699219,11598.3701172,1394.13000488,9648.203125,10.9600000381,2454.07006836
3230.03,2017-03-02,159.99,209.63,2354.91,3435.1,3258.93,6434.63,10367.31,1920.4,5776.60009766,21002.9707031,4963.79980469,12059.5703125,2381.91992188,15536.7001953,4420.10986328,5861.22021484,2102.64990234,2049.0,19564.8007812,11575.9101562,1395.67004395,9691.79296875,11.8100004196,2459.97998047
3246.93,2017-03-01,160.01,209.63,2371.93,3458.44,3282.64,6467.64,10418.62,1931.97,5704.79980469,21115.5507812,4960.83007812,12067.1904297,2395.95996094,15599.7001953,4399.95019531,5904.02978516,,2059.87011719,19393.5390625,11661.2197266,1413.64001465,9674.7734375,12.5399999619,2486.42993164
3241.73,2017-02-28,160.02,209.65,2370.71,3452.81,3278.31,6450.97,10391.34,1927.16,5712.20019531,20812.2402344,4858.58007812,11834.4101562,2363.63989258,15399.2001953,4359.87988281,5825.43994141,2091.63989258,2035.77001953,19118.9902344,11512.3896484,1386.68005371,,12.9200000763,2471.08007812
3228.66,2017-02-27,160.02,209.6,2370.56,3446.22,3276.02,6424.25,10353.55,1926.77,5724.20019531,20837.4394531,4845.18017578,11822.6699219,2369.75,15463.5,4346.43994141,5861.89990234,2085.52001953,2056.45996094,19107.4707031,11558.3496094,1407.9699707,,12.0900001526,2490.9699707
3253.43,2017-02-24,159.93,209.54,2389.88,3473.85,3304.37,6476.17,10443.73,1938.44,5739.0,20821.7597656,4845.24023438,11804.0302734,2367.34008789,15533.5,4343.66992188,5845.31005859,2094.12011719,2093.09008789,19283.5390625,11541.2900391,1394.52001953,9750.46289062,11.470000267,2484.45996094
3251.38,2017-02-23,159.93,209.53,2387.42,3473.32,3304.92,6473.99,10432.64,1925.95,5784.70019531,20810.3203125,4891.29003906,11947.8300781,2363.81005859,15781.2001953,4359.12988281,5835.50976562,2107.62988281,,19371.4609375,11556.1503906,1394.61999512,9769.30273438,11.7100000381,2499.85009766
3261.22,2017-02-22,159.94,209.51,2398.19,3489.76,3322.15,6474.23,10444.38,1919.97,5805.10009766,20775.5996094,4895.87988281,11998.5898438,2362.82006836,15830.2001953,4375.70019531,5860.62988281,2106.61010742,2106.30004883,19379.8691406,11550.1796875,1403.85998535,9778.7734375,11.7399997711,2472.89990234
3253.33,2017-02-21,159.88,209.51,2396.88,3482.82,3317.23,6434.44,10405.75,1921.08,5791.0,20743.0,4888.75976562,11967.4902344,2365.37988281,15922.4003906,4373.39013672,5865.95019531,2102.92993164,2127.7199707,19381.4394531,11578.25,1410.33996582,9763.92285156,11.5699996948,2478.27001953
3239.96,2017-02-20,159.87,209.52,2394.12,3471.39,3312.22,6385.06,10329.0,1894.96,5795.10009766,,4864.99023438,11827.6201172,,,4355.64990234,,2084.38989258,2119.09008789,19251.0800781,,,9753.19335938,,
3202.08,2017-02-17,159.73,209.46,2362.71,3421.44,3264.71,6307.16,10197.92,1882.87,5805.79980469,20624.0507812,4867.58007812,11757.0195312,2351.15991211,15838.5996094,4349.97021484,5838.58007812,2080.58007812,2128.20996094,19234.6191406,11510.9101562,1399.85998535,9759.75292969,11.4899997711,2467.94995117
3229.62,2017-02-16,159.71,209.45,2376.76,3440.93,3283.59,6359.34,10253.96,1897.63,5816.29980469,20619.7695312,4899.45996094,11757.2402344,2347.2199707,15864.2001953,4363.72021484,5814.89990234,2081.84008789,2148.47998047,19347.5292969,11504.1904297,1399.13000488,9771.24316406,11.7600002289,2470.25
3212.99,2017-02-15,159.71,209.49,2372.19,3421.71,3268.05,6311.7,10177.25,1892.36,5809.10009766,20611.859375,4924.85986328,11793.9296875,2349.25,15845.0,4354.64990234,5819.43994141,2083.86010742,2137.08007812,19437.9804688,11514.4003906,1404.20996094,9799.75292969,11.970000267,2463.02001953
3217.93,2017-02-14,159.76,209.51,2373.51,3435.8,3272.46,6374.89,10264.92,1909.4,5755.20019531,20504.4101562,4895.81982422,11771.8095703,2337.58007812,15786.0,4343.0,5782.56982422,2074.57006836,2141.5,19238.9804688,11468.8798828,1396.65002441,9718.7734375,10.7399997711,2453.04003906
3216.84,2017-02-13,159.76,209.55,2379.31,3436.27,3276.41,6369.65,10270.83,1913.68,5760.70019531,20412.1601562,4888.18994141,11774.4296875,2328.25,15756.5996094,4358.43017578,5763.95996094,2078.64990234,2161.48999023,19459.1503906,11433.9296875,1392.38000488,9710.31347656,11.0699996948,2462.87988281
3196.7,2017-02-10,159.72,209.57,2368.18,3413.49,3253.22,6337.11,10186.38,1904.68,5720.60009766,20269.3691406,4828.31982422,11666.9697266,2316.10009766,15729.0996094,4312.22998047,5734.12988281,2075.08007812,2162.18994141,19378.9296875,11377.7197266,1388.83996582,9665.58300781,10.8500003815,2472.26000977
3183.18,2017-02-09,159.73,209.58,2354.9,3396.29,3235.55,6331.18,10182.73,1914.08,5664.60009766,20172.4003906,4826.24023438,11642.8603516,2307.87011719,15617.2998047,4296.14990234,5715.18017578,2065.87988281,2173.97998047,18907.6699219,11327.6796875,1378.5300293,9590.17285156,10.8800001144,2469.80004883
3166.98,2017-02-08,159.68,209.65,2346.43,3383.29,3222.06,6291.6,10130.12,1903.63,5651.39990234,20054.3398438,4766.60009766,11543.3798828,2294.66992188,15554.0,4267.33007812,5682.45019531,2065.08007812,2189.61010742,19007.5996094,11251.7998047,1358.73999023,9543.24316406,11.4499998093,2467.2199707
3153.09,2017-02-07,159.66,209.69,2337.53,3365.68,3206.13,6255.93,10055.57,1889.13,5621.89990234,20090.2890625,4754.47021484,11549.4404297,2293.08007812,15498.7998047,4257.77978516,5674.22021484,2075.20996094,2218.77001953,18910.7792969,11243.3798828,1361.06005859,9554.55273438,11.2899999619,2459.90991211
3156.98,2017-02-06,159.75,209.71,2343.97,3373.21,3215.4,6259.25,10078.73,1900.45,5615.60009766,20052.4199219,4778.08007812,11509.8398438,2292.56005859,15456.9003906,4247.16992188,5663.54980469,2077.65991211,2210.51000977,18976.7109375,11264.1103516,1366.66003418,9538.00292969,11.3699998856,2461.05004883
3140.17,2017-02-03,159.8,209.65,2339.99,3364.49,3212.4,6207.09,10004.84,1876.76,5621.60009766,20071.4609375,4825.41992188,11651.4902344,2297.41992188,15476.4003906,4261.97998047,5666.77001953,2073.15991211,2226.61010742,18918.1992188,11310.7402344,1377.83996582,9455.55273438,10.970000267,2465.13989258
3159.17,2017-01-26,159.71,209.44,2364.02,3387.96,3241.15,6223.71,10052.05,1886.23,,20100.9101562,4867.24023438,11848.6298828,2296.67993164,15615.5,4311.50976562,5655.18017578,2083.59008789,2229.19995117,19402.390625,11313.1201172,1375.59997559,,10.6300001144,2458.25
3149.55,2017-01-25,159.66,209.42,2358.7,3375.9,3231.46,6179.57,9977.96,1870.7,5671.5,20068.5097656,4877.66992188,11806.0498047,2298.37011719,15643.7998047,4296.04980469,5656.33984375,2066.93994141,2176.0,19057.5,11339.0498047,1382.43994141,,10.8100004196,2453.36010742
3142.55,2017-01-24,159.76,209.39,2352.42,3364.45,3221.61,6165.26,9941.55,1861.22,5650.10009766,19912.7109375,4830.02978516,11594.9404297,2280.07006836,15610.7001953,4276.04003906,5600.95996094,2065.76000977,2174.59008789,18787.9902344,11249.2802734,1369.20996094,9447.94335938,11.0699996948,2405.89990234
3136.77,2017-01-23,159.67,209.37,2347.1,3364.08,3217.34,6172.17,9976.19,1887.32,5611.0,19799.8496094,4821.41015625,11545.75,2265.19995117,15480.0996094,4258.87988281,5552.93994141,2065.98999023,2146.09008789,18891.0292969,11170.6201172,1347.83996582,9424.04296875,11.7700004578,2377.14990234
3123.14,2017-01-20,159.68,209.32,2347.18,3354.89,3213.7,6122.0,9906.14,1880.75,5654.79980469,19827.25,4850.66992188,11630.1298828,2271.31005859,15547.9003906,4258.37011719,5555.33007812,2065.61010742,2159.95996094,19137.9101562,11192.7900391,1351.84997559,9331.453125,11.5399999619,2359.41992188
3101.3,2017-01-19,159.63,209.33,2334.96,3329.29,3192.47,6043.67,9768.57,1844.14,5692.20019531,19732.4003906,4841.14013672,11596.8896484,2263.68994141,15409.7998047,4266.20996094,5540.08007812,2072.79003906,2162.25,19072.25,11148.8496094,1345.73999023,9318.11328125,12.779999733,2347.95996094
3113.01,2017-01-18,159.63,209.35,2342.78,3339.37,3203.44,6068.59,9804.76,1845.79,5678.79980469,19804.7207031,4853.39990234,11599.3896484,2271.88989258,15397.9003906,4267.43017578,5555.64990234,2070.54003906,2170.09008789,18894.3691406,11196.0996094,1358.56005859,9341.96289062,12.4799995422,2327.2800293
3108.77,2017-01-17,159.62,209.34,2329.59,3326.36,3184.61,6082.07,9826.79,1867.87,5699.39990234,19826.7695312,4859.68994141,11540.0,2267.88989258,15441.4003906,4231.33007812,5538.72998047,2071.87011719,2178.72998047,18813.5292969,11196.2998047,1352.31994629,9354.5234375,11.8699998856,2330.63989258
3103.43,2017-01-16,159.72,209.36,2337.39,3319.45,3184.48,6031.24,9712.8,1830.85,5748.39990234,,4882.18017578,11554.7099609,,15479.2998047,4222.47021484,,2064.16992188,2189.07006836,19095.2402344,,,9292.32324219,,
3112.76,2017-01-13,159.67,209.3,2308.06,3319.91,3164.27,6194.66,10008.3,1899.94,5721.10009766,19885.7304688,4922.49023438,11629.1796875,2274.63989258,15497.2998047,4234.91015625,5574.12011719,2076.79003906,2195.18994141,19287.2792969,11227.1699219,1372.05004883,9378.82324219,11.2299995422,2352.68994141
3119.29,2017-01-12,159.7,209.29,2295.4,3317.62,3149.72,6272.85,10131.23,1930.14,5766.89990234,19891.0,4863.97021484,11521.0400391,2270.43994141,15418.2001953,4234.95019531,5547.49023438,2087.13989258,2212.0,19134.6992188,11204.1503906,1361.06994629,9410.17285156,11.5399999619,2344.38989258
3136.75,2017-01-11,159.66,209.26,2300.47,3334.5,3158.72,6331.96,10215.48,1937.55,5771.5,19954.2792969,4888.70996094,11646.1699219,2275.32006836,15491.5,4210.12988281,5563.64990234,2075.16992188,2218.61010742,19364.6699219,11226.7802734,1373.30004883,9345.73339844,11.2600002289,2347.10009766
3161.67,2017-01-10,159.72,209.21,2312.6,3358.27,3175.16,6393.93,10306.34,1951.68,5760.70019531,19855.5292969,4888.22998047,11583.2998047,2268.89990234,15426.2998047,4174.58007812,5551.81982422,2045.11999512,2237.48999023,19301.4394531,11183.3300781,1370.90002441,9349.6328125,11.4899997711,2333.83007812
3171.24,2017-01-09,159.73,209.17,2318.34,3363.9,3181.0,6415.42,10331.79,1961.62,5807.39990234,19887.3808594,4887.56982422,11563.9902344,2268.89990234,15389.0,4161.50976562,5531.81982422,2048.7800293,2211.25,,11169.7900391,1357.48999023,9342.41308594,11.5600004196,2335.08007812
3154.32,2017-01-06,159.66,209.11,2308.94,3347.67,3169.13,6371.62,10289.36,1965.03,5755.60009766,19963.8007812,4909.83984375,11599.0097656,2276.97998047,15496.0996094,4171.14013672,5521.06005859,2049.12011719,2213.92993164,19454.3300781,11237.6201172,1367.2800293,9372.21289062,11.3199996948,2333.55004883
3165.41,2017-01-05,159.67,209.09,2322.68,3367.79,3187.5,6399.28,10371.47,1983.97,5753.29980469,19899.2890625,4900.64013672,11584.9404297,2269.0,15586.5996094,4163.64990234,5487.93994141,2041.94995117,2220.35009766,19520.6894531,11247.6904297,1371.93994141,9358.1328125,11.6700000763,2339.12011719
3158.79,2017-01-04,159.73,209.1,2322.21,3368.31,3188.31,6394.67,10384.87,1991.57,5736.39990234,19942.1601562,4899.39990234,11584.3095703,2270.75,15516.7998047,4168.33984375,5477.0,2045.64001465,2263.89990234,19594.1601562,11246.5400391,1387.94995117,9286.953125,11.8500003815,2334.26000977
3135.92,2017-01-03,159.71,209.1,2307.89,3342.23,3166.4,6320.76,10262.85,1963.26,5733.20019531,19881.7597656,4899.33007812,11584.2402344,2257.83007812,15403.0,4148.85986328,5429.08007812,2043.9699707,2285.42993164,,11154.3496094,1365.48999023,9272.87304688,12.8500003815,2325.12988281
3103.64,2016-12-30,159.79,209.03,2286.9,3310.08,3134.45,6263.63,10177.14,1962.06,5665.79980469,19762.5996094,4862.31005859,11481.0595703,2238.83007812,15287.5996094,4151.39013672,5383.12011719,,2232.7199707,19114.3691406,11056.9003906,1357.13000488,9253.49316406,14.0399999619,2308.0300293
3096.1,2016-12-29,159.67,208.96,2275.11,3297.76,3119.46,6252.61,10159.45,1959.24,5699.10009766,19819.7792969,4838.47021484,11451.0498047,2249.26000977,15422.0996094,4127.47998047,5432.08984375,2026.45996094,2206.33007812,19145.140625,11074.3300781,1363.18005371,9153.08300781,13.3699998856,2312.93994141
3102.24,2016-12-28,159.51,208.96,2277.18,3301.89,3122.93,6270.24,10187.16,1957.15,5685.0,19833.6796875,4848.00976562,11474.9902344,2249.91992188,15361.0996094,4098.22021484,5438.56005859,2024.48999023,2182.97998047,19401.7207031,11058.8798828,1360.82995605,9201.39355469,12.9499998093,2295.08007812
3114.66,2016-12-27,159.74,208.97,2286.96,3316.39,3137.02,6288.86,10230.57,1968.62,,19945.0390625,4848.27978516,11472.2402344,2268.87988281,,4041.32006836,5487.43994141,2042.17004395,2189.42993164,19403.0605469,11146.4003906,1377.70996094,9109.26269531,11.9899997711,2309.80004883
3122.57,2016-12-26,159.85,209.0,2294.71,3322.4,3142.39,6294.75,10233.42,1974.01,,,,,,,4047.7199707,,2037.75,2177.86010742,19396.640625,,,9110.53320312,,
