quote_date,240020_Nav,519069_Nav,460005_Nav,161005_Nav,166005_Nav,163412_Nav,002001_Nav
2018-04-18,2.1200,3.8150,3.4312,4.8052,2.5965,4.1370,4.4050
2018-04-17,2.1070,3.8230,3.3872,4.7913,2.5986,4.1310,4.4050
2018-04-16,2.1570,3.8710,3.4611,4.8337,2.6347,4.1770,4.4310
2018-04-13,2.1550,3.9040,3.4448,4.8300,2.6494,4.2070,4.4370
2018-04-12,2.1930,3.9290,3.4657,4.8485,2.6639,4.2310,4.4500
2018-04-11,2.1820,3.9370,3.4536,4.8559,2.6730,4.2730,4.4580
2018-04-10,2.1810,3.9230,3.4385,4.8394,2.6649,4.2480,4.4520
2018-04-09,2.1660,3.8630,3.4267,4.8083,2.6377,4.1990,4.4330
2018-04-04,2.1570,3.8790,3.4324,4.8071,2.6339,4.2220,4.4430
2018-04-03,2.1660,3.8920,3.4636,4.8254,2.6228,4.2370,4.4330
2018-04-02,2.1710,3.9130,3.4853,4.8460,2.6342,4.2370,4.4360
2018-03-30,2.1800,3.9200,3.4798,4.8442,2.6377,4.2580,4.4400
2018-03-29,2.1200,3.9000,3.4239,4.8093,2.6275,4.2200,4.4350
2018-03-28,2.1410,3.8860,3.4258,4.8005,2.5987,4.1730,4.4100
2018-03-27,2.1710,3.9360,3.4639,4.8234,2.6259,4.2490,4.4430
2018-03-26,2.1470,3.9190,3.4142,4.7896,2.6072,4.2190,4.4380
2018-03-23,2.0990,3.9140,3.3518,4.7584,2.6133,4.2510,4.4340
2018-03-22,2.1450,3.9730,3.4377,4.8412,2.6743,4.3340,4.4640
2018-03-21,2.1680,4.0080,3.4664,4.8652,2.6987,4.3810,4.4880
2018-03-20,2.1890,4.0120,3.4867,4.8925,2.7090,4.4160,4.4940
2018-03-19,2.1590,3.9960,3.4554,4.8710,2.6978,4.4000,4.4930
2018-03-16,2.1240,3.9630,3.4329,4.8573,2.6905,4.3830,4.4850
2018-03-15,2.1330,4.0010,3.4542,4.8870,2.7032,4.4030,4.4940
2018-03-14,2.1180,3.9930,3.4482,4.8784,2.7024,4.3790,4.4790
2018-03-13,2.1250,4.0050,3.4776,4.8982,2.7080,4.4060,4.4770
2018-03-12,2.1600,4.0290,3.5079,4.9124,2.7235,4.4290,4.4870
2018-03-09,2.1480,3.9970,3.4750,4.8822,2.7165,4.3970,4.4870
2018-03-08,2.1400,3.9700,3.4420,4.8487,2.7027,4.3660,4.4760
2018-03-07,2.0980,3.9300,3.4091,4.8273,2.6718,4.3360,4.4490
2018-03-06,2.1020,3.9540,3.4270,4.8444,2.6814,4.3650,4.4570
2018-03-05,2.0570,3.9180,3.3992,4.8144,2.6450,4.3490,4.4420
2018-03-02,2.0440,3.9210,3.3866,4.8141,2.6508,4.3370,4.4450
2018-03-01,2.0570,3.9460,3.3982,4.8329,2.6587,4.3660,4.4490
2018-02-28,2.0380,3.9290,3.3599,4.8106,2.6476,4.3590,4.4350
2018-02-27,2.0510,3.9400,3.3599,4.8165,2.6561,4.4010,4.4460
2018-02-26,2.0560,3.9700,3.3722,4.8251,2.6775,4.4340,4.4670
2018-02-23,2.0370,3.9330,3.3206,4.7764,2.6585,4.3880,4.4610
2018-02-22,2.0340,3.9340,3.3220,4.7823,2.6503,4.3910,4.4620
2018-02-14,1.9970,3.8840,3.2598,4.7350,2.6164,4.2830,4.4350
2018-02-13,1.9890,3.8560,3.2505,4.7226,2.6025,4.2600,4.4210
2018-02-12,1.9700,3.8270,3.2366,4.7020,2.5830,4.2230,4.4080
2018-02-09,1.9230,3.7540,3.1569,4.6316,2.5494,4.1640,4.3680
2018-02-08,1.9690,3.8270,3.2232,4.6807,2.6239,4.2790,4.3970
2018-02-07,1.9530,3.8100,3.1986,4.6482,2.6300,4.3060,4.3850
2018-02-06,1.9700,3.8660,3.2271,4.6776,2.6748,4.3960,4.4110
2018-02-05,2.0150,3.9550,3.3376,4.7645,2.7422,4.4880,4.4420
2018-02-02,2.0240,3.9650,3.3580,4.8033,2.7387,4.4910,4.4620
2018-02-01,2.0290,3.9440,3.3201,4.7825,2.7301,4.4760,4.4590
2018-01-31,2.0610,3.9730,3.3803,4.8157,2.7639,4.4860,4.4730
2018-01-30,2.0600,3.9700,3.4116,4.8293,2.7543,4.4860,4.4590
2018-01-29,2.0630,3.9790,3.4346,4.8329,2.7606,4.5030,4.4740
2018-01-26,2.0890,4.0420,3.4835,4.8733,2.7947,4.5530,4.5050
2018-01-25,2.0870,4.0430,3.4779,4.8732,2.7851,4.5470,4.4940
2018-01-24,2.0980,4.0660,3.4902,4.8892,2.7977,4.5630,4.4970
2018-01-23,2.0940,4.0720,3.4797,4.8927,2.8112,4.5590,4.5020
2018-01-22,2.0970,4.0490,3.4637,4.8727,2.8057,4.5250,4.4940
2018-01-19,2.0630,4.0010,3.4158,4.8186,2.7792,4.4480,4.4700
2018-01-18,2.0750,4.0070,3.4191,4.8318,2.7927,4.4570,4.4810
2018-01-17,2.0750,3.9880,3.3901,4.8323,2.7831,4.4260,4.4790
2018-01-16,2.0900,4.0010,3.4213,4.8473,2.7952,4.4390,4.5070
2018-01-15,2.0730,3.9770,3.4160,4.8425,2.7641,4.4120,4.4950
2018-01-12,2.0870,3.9690,3.4594,4.8695,2.7673,4.4230,4.4950
2018-01-11,2.0770,3.9600,3.4646,4.8600,2.7601,4.4090,4.4840
2018-01-10,2.0810,3.9610,3.4741,4.8657,2.7643,4.4110,4.4900
2018-01-09,2.0970,3.9590,3.4777,4.8669,2.7563,4.3960,4.4830
2018-01-08,2.0770,3.9270,3.4669,4.8506,2.7398,4.3540,4.4660
2018-01-05,2.0750,3.9260,3.4466,4.8638,2.7300,4.3680,4.4610
2018-01-04,2.0820,3.9110,3.4401,4.8655,2.7287,4.3760,4.4590
2018-01-03,2.0720,3.8940,3.4105,4.8553,2.7164,4.3620,4.4420
2018-01-02,2.0650,3.8900,3.4034,4.8386,2.7035,4.3580,4.4380
2017-12-31,2.0600,3.8600,3.3384,4.8129,2.6815,4.3250,4.4290
2017-12-29,2.0600,3.8600,3.3386,4.8131,2.6816,4.3250,4.4290
2017-12-28,2.0410,3.8440,3.3161,4.7907,2.6728,4.2990,4.4240
2017-12-27,2.0340,3.8280,3.2998,4.7748,2.6607,4.2710,4.4130
2017-12-26,2.0630,3.8820,3.3260,4.8119,2.6832,4.3250,4.4310
2017-12-25,2.0650,3.8780,3.3104,4.8244,2.6833,4.3260,4.4370
2017-12-22,2.0720,3.8880,3.3362,4.8408,2.6855,4.3400,4.4360
2017-12-21,2.0750,3.8970,3.3335,4.8447,2.6905,4.3470,4.4380
2017-12-20,2.0530,3.8530,3.2896,4.8262,2.6708,4.3080,4.4240
2017-12-19,2.0500,3.8640,3.3223,4.8212,2.6704,4.2840,4.4190
2017-12-18,2.0300,3.8250,3.2916,4.7942,2.6404,4.2230,4.4050
2017-12-15,2.0410,3.8330,3.2962,4.8074,2.6393,4.2270,4.3940
2017-12-14,2.0560,3.8630,3.3448,4.8328,2.6582,4.2560,4.4060
2017-12-13,2.0540,3.8770,3.3365,4.8287,2.6607,4.2650,4.4030
2017-12-12,2.0450,3.8500,3.3221,4.8106,2.6418,4.2110,4.3870
2017-12-11,2.0460,3.8690,3.3492,4.8169,2.6605,4.2500,4.3920
2017-12-08,1.9970,3.8170,3.3082,4.7629,2.6250,4.1770,4.3640
2017-12-07,1.9770,3.7730,3.2667,4.7347,2.6061,4.1070,4.3470
2017-12-06,1.9840,3.8010,3.3062,4.7562,2.6196,4.1410,4.3610
2017-12-05,1.9800,3.8020,3.3061,4.7494,2.6304,4.1520,4.3630
2017-12-04,1.9940,3.7970,3.3615,4.7896,2.6318,4.1550,4.3640
2017-12-01,1.9910,3.7720,3.3565,4.7907,2.6244,4.1030,4.3580
2017-11-30,1.9840,3.7740,3.3484,4.7621,2.6200,4.0940,4.3550
2017-11-29,1.9920,3.8090,3.3812,4.7830,2.6371,4.1500,4.3670
2017-11-28,2.0030,3.8190,3.3512,4.7888,2.6407,4.1910,4.3670
2017-11-27,1.9910,3.7960,3.2941,4.7549,2.6397,4.1690,4.3570
2017-11-24,2.0100,3.8490,3.3366,4.7936,2.6602,4.2350,4.3690
2017-11-23,2.0170,3.8490,3.3578,4.8093,2.6571,4.2520,4.3730
2017-11-22,2.0760,3.9510,3.4524,4.8830,2.7031,4.3830,4.4180
2017-11-21,2.0980,3.9680,3.4489,4.9029,2.7125,4.4170,4.4370
2017-11-20,2.0900,3.9250,3.4257,4.8706,2.6951,4.3540,4.4250
2017-11-17,2.0600,3.8810,3.3779,4.8394,2.6837,4.3180,4.4150
2017-11-16,2.0920,3.9030,3.4428,4.8795,2.6949,4.3400,4.4360
2017-11-15,2.0570,3.8650,3.4173,4.8465,2.6680,4.2710,4.4190
2017-11-14,2.0560,3.8920,3.4554,4.8599,2.6701,4.2830,4.4140
2017-11-13,2.0780,3.9060,3.4718,4.8903,2.6904,4.3190,4.4370
2017-11-10,2.0790,3.8930,3.4387,4.8757,2.6923,4.3220,4.4290
2017-11-09,2.0630,3.8570,3.4257,4.8346,2.6762,4.2320,4.4120
2017-11-08,2.0560,3.8190,3.3976,4.8165,2.6675,4.1920,4.4030
2017-11-07,2.0760,3.8390,3.3961,4.8295,2.6703,4.2210,4.4080
2017-11-06,2.0800,3.8370,3.3671,4.8236,2.6627,4.2010,4.4080
2017-11-03,2.0210,3.8070,3.3204,4.7823,2.6407,4.1320,4.3810
2017-11-02,2.0210,3.8090,3.3617,4.7859,2.6404,4.1170,4.3890
2017-11-01,2.0200,3.8130,3.3859,4.7955,2.6471,4.1130,4.3940
2017-10-31,2.0280,3.8220,3.3869,4.8049,2.6514,4.1300,4.3910
2017-10-30,2.0380,3.8120,3.3714,4.8021,2.6590,4.1280,4.3900
2017-10-27,2.0480,3.8140,3.4170,4.8266,2.6736,4.1180,4.3900
2017-10-26,2.0400,3.7950,3.4399,4.8088,2.6586,4.0870,4.3770
2017-10-25,2.0550,3.7920,3.4245,4.8068,2.6584,4.0450,4.3810
2017-10-24,2.0380,3.7720,3.3999,4.7891,2.6458,4.0290,4.3720
2017-10-23,2.0350,3.7600,3.3931,4.7854,2.6359,4.0240,4.3660
2017-10-20,2.0080,3.7490,3.3791,4.7630,2.6272,4.0060,4.3490
2017-10-19,2.0130,3.7610,3.3430,4.7671,2.6323,4.0220,4.3570
2017-10-18,2.0050,3.7710,3.3746,4.7716,2.6214,4.0240,4.3530
2017-10-17,1.9840,3.7540,3.4031,4.7716,2.6096,3.9840,4.3430
2017-10-16,1.9780,3.7500,3.4034,4.7584,2.6061,3.9720,4.3310
2017-10-13,1.9900,3.7450,3.4327,4.7552,2.6125,3.9840,4.3360
2017-10-12,1.9860,3.7300,3.4215,4.7472,2.6128,3.9750,4.3370
2017-10-11,1.9850,3.7170,3.4235,4.7482,2.6107,3.9610,4.3330
2017-10-10,1.9650,3.7080,3.4432,4.7280,2.5990,3.9330,4.3150
2017-10-09,1.9470,3.7020,3.4408,4.7233,2.5859,3.9380,4.3050
2017-09-29,1.9260,3.6760,3.4075,4.7000,2.5679,3.9040,4.2870
2017-09-28,1.9190,3.6570,3.3893,4.6820,2.5598,3.8830,4.2850
2017-09-27,1.9070,3.6440,3.4047,4.6687,2.5504,3.8580,4.2750
2017-09-26,1.9060,3.6370,3.3701,4.6609,2.5490,3.8620,4.2700
2017-09-25,1.9130,3.6420,3.3500,4.6696,2.5540,3.8620,4.2730
2017-09-22,1.9080,3.6570,3.3954,4.6705,2.5553,3.8540,4.2730
2017-09-21,1.9080,3.6550,3.4106,4.6711,2.5546,3.8500,4.2720
2017-09-20,1.9150,3.6570,3.4436,4.6824,2.5597,3.8500,4.2810
2017-09-19,1.9090,3.6450,3.4189,4.6598,2.5532,3.8330,4.2750
2017-09-18,1.9190,3.6480,3.4246,4.6680,2.5599,3.8380,4.2790
2017-09-15,1.9090,3.6360,3.4085,4.6502,2.5481,3.8150,4.2670
2017-09-14,1.9060,3.6330,3.4527,4.6455,2.5452,3.8180,4.2610
2017-09-13,1.9000,3.6360,3.4638,4.6525,2.5479,3.8360,4.2630
2017-09-12,1.8920,3.6230,3.4434,4.6379,2.5428,3.8270,4.2540
2017-09-11,1.8970,3.6220,3.4369,4.6525,2.5346,3.8090,4.2510
2017-09-08,1.9010,3.6320,3.4200,4.6355,2.5355,3.8080,4.2460
2017-09-07,1.8980,3.6320,3.4110,4.6328,2.5377,3.8060,4.2510
2017-09-06,1.9020,3.6390,3.4511,4.6406,2.5421,3.8300,4.2510
2017-09-05,1.9050,3.6490,3.4366,4.6402,2.5446,3.8380,4.2540
2017-09-04,1.9000,3.6410,3.4481,4.6238,2.5374,3.8050,4.2560
2017-09-01,1.8980,3.6240,3.4464,4.6068,2.5341,3.8090,4.2540
2017-08-31,1.8930,3.6190,3.3958,4.5854,2.5323,3.8000,4.2540
2017-08-30,1.8960,3.6280,3.3729,4.5748,2.5387,3.8030,4.2570
2017-08-29,1.8950,3.6300,3.3105,4.5685,2.5398,3.8050,4.2520
2017-08-28,1.9050,3.6240,3.2958,4.5695,2.5388,3.8070,4.2550
2017-08-25,1.8990,3.6000,3.2702,4.5558,2.5317,3.7750,4.2440
2017-08-24,1.8890,3.5720,3.2291,4.5486,2.5121,3.7380,4.2380
2017-08-23,1.9010,3.5820,3.2418,4.5589,2.5181,3.7610,4.2440
2017-08-22,1.9130,3.5780,3.2855,4.5725,2.5161,3.7610,4.2430
2017-08-21,1.9170,3.5730,3.2981,4.5744,2.5129,3.7500,4.2480
2017-08-18,1.9070,3.5600,3.2591,4.5626,2.5099,3.7490,4.2430
2017-08-17,1.9020,3.5520,3.2695,4.5588,2.5072,3.7410,4.2470
2017-08-16,1.8990,3.5500,3.2512,4.5540,2.5041,3.7460,4.2500
2017-08-15,1.9060,3.5500,3.2579,4.5524,2.5081,3.7400,4.2540
2017-08-14,1.9080,3.5460,3.2490,4.5472,2.5024,3.7290,4.2550
2017-08-11,1.8920,3.5020,3.2095,4.5034,2.4873,3.6980,4.2390
2017-08-10,1.9010,3.5430,3.3074,4.5217,2.5106,3.7270,4.2500
2017-08-09,1.9010,3.5560,3.3346,4.5261,2.5157,3.7390,4.2480
2017-08-08,1.8800,3.5420,3.3145,4.5137,2.5088,3.7200,4.2340
2017-08-07,1.8730,3.5420,3.3284,4.5168,2.5049,3.7160,4.2340
2017-08-04,1.8580,3.5290,3.2986,4.5007,2.4918,3.6880,4.2180
2017-08-03,1.8630,3.5560,3.3062,4.5080,2.5014,3.7160,4.2270
2017-08-02,1.8750,3.5830,3.2882,4.5151,2.5159,3.7570,4.2360
2017-08-01,1.8880,3.5950,3.2774,4.5227,2.5256,3.7650,4.2470
2017-07-31,1.8870,3.5780,3.2903,4.5249,2.5108,3.7250,4.2470
2017-07-28,1.8760,3.5800,3.2344,4.5276,2.5059,3.7080,4.2420
2017-07-27,1.8730,3.5730,3.2140,4.5182,2.4969,3.6900,4.2270
2017-07-26,1.8680,3.5680,3.2306,4.5094,2.4916,3.6750,4.2260
2017-07-25,1.8780,3.5940,3.2086,4.5312,2.5024,3.6960,4.2370
2017-07-24,1.8830,3.6160,3.2198,4.5358,2.5109,3.7090,4.2410
2017-07-21,1.8820,3.5950,3.2017,4.5281,2.4986,3.7010,4.2320
2017-07-20,1.8850,3.6090,3.1782,4.5264,2.5049,3.7120,4.2330
2017-07-19,1.8770,3.5910,3.1589,4.5127,2.4955,3.6860,4.2250
2017-07-18,1.8640,3.5480,3.1310,4.4982,2.4801,3.6700,4.2140
2017-07-17,1.8670,3.5680,3.1269,4.4914,2.4765,3.6720,4.2120
2017-07-14,1.8980,3.6090,3.2094,4.5287,2.4989,3.7140,4.2270
2017-07-13,1.8980,3.6050,3.2115,4.5392,2.4911,3.6930,4.2270
2017-07-12,1.8920,3.5880,3.2359,4.5396,2.4827,3.6910,4.2250
2017-07-11,1.8990,3.5930,3.2213,4.5499,2.4899,3.7140,4.2360
2017-07-10,1.9030,3.5670,3.2360,4.5573,2.4789,3.7050,4.2320
2017-07-07,1.9120,3.5780,3.2701,4.5743,2.4853,3.7180,4.2400
2017-07-06,1.9220,3.5940,3.2650,4.5815,2.4903,3.7250,4.2480
2017-07-05,1.9370,3.5890,3.2625,4.5719,2.4898,3.7200,4.2480
2017-07-04,1.9240,3.5500,3.2365,4.5583,2.4671,3.6730,4.2360
2017-07-03,1.9400,3.5760,3.2397,4.5727,2.4817,3.6950,4.2470
2017-06-30,1.9490,3.5900,3.2579,4.5753,2.4901,3.7130,4.2530
2017-06-29,1.9430,3.5830,3.2493,4.5649,2.4873,3.7110,4.2510
2017-06-28,1.9320,3.5590,3.2254,4.5590,2.4775,3.6850,4.2470
2017-06-27,1.9480,3.5850,3.2535,4.5779,2.4882,3.7250,4.2590
2017-06-26,1.9410,3.5730,3.2515,4.5760,2.4811,3.7220,4.2580
2017-06-23,1.9160,3.5470,3.2235,4.5422,2.4609,3.6860,4.2430
2017-06-22,1.9030,3.5360,3.1979,4.5265,2.4521,3.6580,4.2320
2017-06-21,1.9200,3.5410,3.2292,4.5458,2.4519,3.6730,4.2400
2017-06-20,1.9030,3.5030,3.2037,4.5231,2.4341,3.6290,4.2250
2017-06-19,1.9110,3.5080,3.2041,4.5265,2.4396,3.6390,4.2270
2017-06-16,1.9000,3.4820,3.1850,4.5177,2.4238,3.6140,4.2180
2017-06-15,1.9030,3.4810,3.1856,4.5112,2.4266,3.6190,4.2190
2017-06-14,1.9040,3.4830,3.1712,4.5035,2.4327,3.6280,4.2240
2017-06-13,1.9240,3.5180,3.1864,4.5142,2.4518,3.6590,4.2340
2017-06-12,1.9190,3.5110,3.1726,4.5052,2.4489,3.6420,4.2330
2017-06-09,1.9130,3.5190,3.1905,4.5076,2.4463,3.6270,4.2280
2017-06-08,1.9120,3.4910,3.1749,4.5018,2.4399,3.6110,4.2220
2017-06-07,1.8980,3.4500,3.1635,4.4874,2.4227,3.5870,4.2080
2017-06-06,1.8770,3.4090,3.1095,4.4528,2.3998,3.5400,4.1870
2017-06-05,1.8670,3.3940,3.1007,4.4354,2.3868,3.5120,4.1730
2017-06-02,1.8760,3.3960,3.0988,4.4292,2.3897,3.5130,4.1720
2017-06-01,1.8830,3.4110,3.0936,4.4259,2.3972,3.5220,4.1740
2017-05-31,1.8760,3.4150,3.1137,4.4375,2.3974,3.5430,4.1760
2017-05-26,1.8750,3.4100,3.1195,4.4384,2.3931,3.5390,4.1740
2017-05-25,1.8770,3.4180,3.1260,4.4377,2.3903,3.5370,4.1720
2017-05-24,1.8760,3.4020,3.1056,4.4330,2.3672,3.5000,4.1770
2017-05-23,1.8780,3.3960,3.0912,4.4388,2.3687,3.5020,4.1820
2017-05-22,1.8750,3.3970,3.1216,4.4429,2.3592,3.5160,4.1790
2017-05-19,1.8720,3.3890,3.1422,4.4479,2.3609,3.5150,4.1790
2017-05-18,1.8700,3.3920,3.1613,4.4510,2.3570,3.5140,4.1760
2017-05-17,1.8670,3.3980,3.1703,4.4627,2.3633,3.5200,4.1790
2017-05-16,1.8770,3.4170,3.1734,4.4750,2.3712,3.5290,4.1880
2017-05-15,1.8590,3.3770,3.1260,4.4402,2.3526,3.4930,4.1670
2017-05-12,1.8450,3.3650,3.1105,4.4249,2.3426,3.4740,4.1600
2017-05-11,1.8380,3.3550,3.1110,4.4190,2.3308,3.4700,4.1570
2017-05-10,1.8320,3.3450,3.1065,4.4087,2.3263,3.4550,4.1480
2017-05-09,1.8310,3.3600,3.1225,4.4197,2.3344,3.4790,4.1550
2017-05-08,1.8390,3.3470,3.1090,4.4127,2.3360,3.4640,4.1530
2017-05-05,1.8510,3.3920,3.1467,4.4350,2.3438,3.4940,4.1680
2017-05-04,1.8570,3.4070,3.1735,4.4557,2.3510,3.5220,4.1710
2017-05-03,1.8570,3.3960,3.1883,4.4630,2.3548,3.5380,4.1710
2017-05-02,1.8600,3.4070,3.1994,4.4641,2.3570,3.5420,4.1710
2017-04-28,1.8620,3.4080,3.2059,4.4597,2.3606,3.5520,4.1710
2017-04-27,1.8790,3.4120,3.1985,4.4633,2.3687,3.5560,4.1790
2017-04-26,1.8690,3.4160,3.1978,4.4576,2.3686,3.5560,4.1790
2017-04-25,1.8700,3.4080,3.1892,4.4639,2.3685,3.5550,4.1840
2017-04-24,1.8650,3.3790,3.1771,4.4451,2.3643,3.5420,4.1680
2017-04-21,1.8810,3.4160,3.2337,4.4801,2.3769,3.5720,4.1830
2017-04-20,1.8900,3.4180,3.2414,4.4892,2.3753,3.5740,4.1910
2017-04-19,1.8620,3.3920,3.2399,4.4683,2.3650,3.5600,4.1770
2017-04-18,1.8580,3.4070,3.2632,4.4713,2.3692,3.5680,4.1740
2017-04-17,1.8420,3.4140,3.2784,4.4520,2.3712,3.5650,4.1590
2017-04-14,1.8430,3.4170,3.3065,4.4518,2.3730,3.5860,4.1560
2017-04-13,1.8550,3.4350,3.3467,4.4715,2.3855,3.6170,4.1630
2017-04-12,1.8440,3.4230,3.3283,4.4606,2.3799,3.6120,4.1540
2017-04-11,1.8450,3.4370,3.3331,4.4634,2.3869,3.6310,4.1570
2017-04-10,1.8510,3.4420,3.3070,4.4718,2.3859,3.6210,4.1630
2017-04-07,1.8640,3.4530,3.3132,4.4855,2.3886,3.6390,4.1690
2017-04-06,1.8650,3.4470,3.3075,4.4850,2.3889,3.6360,4.1680
2017-04-05,1.8630,3.4470,3.2930,4.4839,2.3877,3.6330,4.1600
2017-03-31,1.8550,3.3960,3.2475,4.4570,2.3709,3.6000,4.1520
2017-03-30,1.8370,3.3860,3.2485,4.4396,2.3620,3.5880,4.1440
2017-03-29,1.8460,3.4140,3.2826,4.4539,2.3720,3.6250,4.1490
2017-03-28,1.8530,3.4220,3.2860,4.4507,2.3729,3.6440,4.1490
2017-03-27,1.8470,3.4310,3.2947,4.4517,2.3775,3.6490,4.1500
2017-03-24,1.8620,3.4350,3.3007,4.4790,2.3832,3.6690,4.1600
2017-03-23,1.8590,3.4150,3.2892,4.4794,2.3775,3.6510,4.1590
2017-03-22,1.8590,3.4040,3.2852,4.4655,2.3704,3.6460,4.1590
2017-03-21,1.8380,3.4040,3.3052,4.4588,2.3746,3.6550,4.1540
2017-03-20,1.8170,3.3890,3.2992,4.4383,2.3631,3.6560,4.1330
2017-03-17,1.8020,3.3820,3.2924,4.4276,2.3623,3.6510,4.1290
2017-03-16,1.8080,3.4010,3.3136,4.4363,2.3746,3.6710,4.1370
2017-03-15,1.8040,3.3800,3.2923,4.4349,2.3719,3.6560,4.1360
2017-03-14,1.7980,3.3750,3.2965,4.4342,2.3686,3.6600,4.1310
2017-03-13,1.7990,3.3840,3.2962,4.4499,2.3686,3.6700,4.1290
2017-03-10,1.7910,3.3700,3.2791,4.4293,2.3536,3.6500,4.1200
2017-03-09,1.7880,3.3600,3.2801,4.4214,2.3512,3.6450,4.1140
2017-03-08,1.7970,3.3640,3.2996,4.4339,2.3619,3.6630,4.1220
2017-03-07,1.7990,3.3750,3.3131,4.4309,2.3700,3.6750,4.1220
2017-03-06,1.7900,3.3660,3.3064,4.4145,2.3607,3.6560,4.1120
2017-03-03,1.7860,3.3450,3.2789,4.3942,2.3515,3.6350,4.1050
2017-03-02,1.7810,3.3380,3.2752,4.3854,2.3483,3.6300,4.1010
2017-03-01,1.7860,3.3510,3.2922,4.3925,2.3593,3.6260,4.1040
2017-02-28,1.7840,3.3450,3.2838,4.3905,2.3589,3.6220,4.1000
2017-02-27,1.7850,3.3410,3.2761,4.3851,2.3514,3.6170,4.0940
2017-02-24,1.7960,3.3500,3.2973,4.3945,2.3752,3.6320,4.1050
2017-02-23,1.7960,3.3510,3.2924,4.3948,2.3743,3.6260,4.1070
2017-02-22,1.7800,3.3600,3.2975,4.3984,2.3838,3.6270,4.1100
2017-02-21,1.7760,3.3550,3.2782,4.3896,2.3677,3.6190,4.1030
2017-02-20,1.7700,3.3430,3.2609,4.3800,2.3619,3.6040,4.0990
2017-02-17,1.7530,3.3100,3.2395,4.3503,2.3110,3.5820,4.0750
2017-02-16,1.7590,3.3240,3.2555,4.3553,2.3226,3.6020,4.0790
2017-02-15,1.7530,3.3120,3.2362,4.3445,2.3124,3.5870,4.0720
2017-02-14,1.7650,3.3210,3.2542,4.3533,2.3253,3.6000,4.0770
2017-02-13,1.7660,3.3170,3.2704,4.3566,2.3254,3.6110,4.0780
2017-02-10,1.7560,3.2970,3.2565,4.3420,2.3072,3.5970,4.0680
2017-02-09,1.7570,3.2960,3.2582,4.3425,2.2969,3.5870,4.0650
2017-02-08,1.7540,3.2880,3.2347,4.3379,2.2909,3.5770,4.0600
2017-02-07,1.7520,3.2770,3.2172,4.3267,2.2864,3.5710,4.0560
2017-02-06,1.7520,3.2810,3.2227,4.3360,2.2854,3.5730,4.0560
2017-02-03,1.7480,3.2760,3.2021,4.3318,2.2757,3.5560,4.0530
2017-01-26,1.7490,3.2920,3.2078,4.3367,2.2942,3.5610,4.0570
2017-01-25,1.7440,3.2810,3.1946,4.3315,2.2938,3.5490,4.0530
2017-01-24,1.7340,3.2740,3.1876,4.3246,2.2889,3.5430,4.0480
2017-01-23,1.7380,3.2680,3.1932,4.3273,2.2775,3.5480,4.0480
2017-01-20,1.7340,3.2520,3.1599,4.3227,2.2785,3.5360,4.0460
2017-01-19,1.7220,3.2310,3.1186,4.3066,2.2642,3.5070,4.0370
2017-01-18,1.7230,3.2410,3.1255,4.3078,2.2653,3.5130,4.0380
2017-01-17,1.7190,3.2190,3.1459,4.3045,2.2486,3.5050,4.0310
2017-01-16,1.7150,3.2040,3.1216,4.2921,2.2385,3.4920,4.0260
2017-01-13,1.7200,3.2280,3.2384,4.3240,2.2304,3.5480,4.0280
2017-01-12,1.7260,3.2380,3.2815,4.3419,2.2366,3.5830,4.0300
2017-01-11,1.7350,3.2490,3.3095,4.3581,2.2530,3.6140,4.0370
2017-01-10,1.7420,3.2710,3.3293,4.3747,2.2720,3.6450,4.0440
2017-01-09,1.7460,3.2740,3.3348,4.3793,2.2750,3.6530,4.0440
2017-01-06,1.7430,3.2580,3.3197,4.3775,2.2610,3.6430,4.0400
2017-01-05,1.7510,3.2740,3.3303,4.3879,2.2720,3.6610,4.0430
2017-01-04,1.7520,3.2710,3.3257,4.3913,2.2750,3.6580,4.0450
2017-01-03,1.7440,3.2540,3.3028,4.3657,2.2430,3.6370,4.0390
2016-12-31,1.7340,3.2440,3.2684,4.3510,2.2220,3.6220,4.0310
2016-12-30,1.7340,3.2440,3.2685,4.3511,2.2220,3.6230,4.0310
2016-12-29,1.7270,3.2340,3.2593,4.3443,2.2040,3.6150,4.0290
2016-12-28,1.7300,3.2280,3.2607,4.3476,2.2070,3.6260,4.0300
2016-12-27,1.7320,3.2350,3.2661,4.3580,2.2150,3.6370,4.0330
2016-12-26,1.7320,3.2330,3.2628,4.3588,2.2160,3.6340,4.0320
2016-12-23,1.7300,3.2210,3.2467,4.3592,2.2040,3.6240,4.0290
2016-12-22,1.7370,3.2350,3.2704,4.3725,2.2230,3.6510,4.0330
2016-12-21,1.7400,3.2380,3.2668,4.3754,2.2210,3.6530,4.0330
2016-12-20,1.7340,3.2200,3.2444,4.3638,2.1960,3.6320,4.0260
2016-12-19,1.7350,3.2340,3.2364,4.3694,2.2150,3.6450,4.0290
2016-12-16,1.7360,3.2340,3.2391,4.3683,2.2150,3.6530,4.0310
2016-12-15,1.7260,3.2270,3.2102,4.3592,2.2150,3.6260,4.0280
2016-12-14,1.7280,3.2370,3.1899,4.3569,2.2460,3.6280,4.0340
2016-12-13,1.7390,3.2480,3.2024,4.3679,2.2550,3.6470,4.0380
2016-12-12,1.7400,3.2510,3.1974,4.3582,2.2490,3.6320,4.0390
2016-12-09,1.7810,3.3260,3.3282,4.4182,2.2990,3.7220,4.0600
